GEOID,State,COUNTY,NCHS_URCS_2013,InitialCluster,Megacluster,totMarkSlope,IntCropFail,SlopeCropFail,DAPerChange,FarmJobROC,ManufROC,MiningROC,PerCroplandGain,PerCroplandLoss,RFLD_AFREQ,HWAV_AFREQ,DRGT_AFREQ,HAIL_AFREQ,YL2080q0.5,Per_Prod_Off_Farm_100Days,HOMI_RATE,SUI_RATE,DrugOD,AlcDeaths,PER_RURAL,PER_FARMRENT,PctEmpChange1020,Poverty_Rate_ACS,Ed1LessThanHSPct,PopChangeRate1019,CHR_MENTAL_DISTRESS,CHR_EXCESS_DRINK,CHR_PHYSICAL_DISTRESS,ACS_PCT_DIVORCE_SEPARAT,ACS_PCT_1FAM_HH_FOOD_STMP,ACS_PCT_DISABLE,ACS_PCT_WHITE,ACS_PCT_VA,perMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope
5063,Arkansas,Independence County,5,Medium,Medium,4785040,-0.650170607,0.546299358,-0.071193042,-0.061544731,-0.737151126,0.000216262,1.361370717,4.3894081,2.375,0.658978583,9.375408205,4.518639799,-34.72615242,53.96,2.670554995,21.89855096,12.81866397,5.341109989,68.58405872,32.51129877,0.7,16.68965898,13.97977868,2.76,14.47,14.68,14.49,16.44,38.795,18.519,92.541,8.339,1.474570548,1.9,0.26,0.18,NA,0.66,NA,NA,1.879590274
5065,Arkansas,Izard County,6,Low,Low,1967220,0,0,0.571811218,-0.05751579,-0.213403051,0,0.954545455,1.797520661,1.25,0.164744645,12.66325522,4.503604783,NA,47.86,2.950461747,30.97984835,16.22753961,10.32661612,100,23.56326994,-8.3,15.09105305,16.21383031,-0.707,14.72,13.62,14.37,14.343,36.317,22.404,96.902,13.72,1.452280625,0.8,0.08,0.48,0,0.76,NA,-0.06,1.551652365
5067,Arkansas,Jackson County,6,Medium,Low,4307320,10.48869404,0.49375965,-0.503627278,0.068903745,-0.030480043,0.01373881,0.712062257,5.645914397,2.333333333,0.741350906,7.579620177,3.925245867,-45.71405529,39.58,9.387027129,15.25391908,16.42729747,11.73378391,65.06084347,68.40740905,-8.5,24.35602094,19.83288277,-7.41,15.72,13.62,15.74,22.157,44.299,22.063,79.303,8.338,2.189534108,2.98,0.08,-0.02,NA,NA,NA,NA,0.086379662
5069,Arkansas,Jefferson County,4,Medium,Low,5838160,6.372222897,0.083853531,-0.307945982,0.016971131,-0.213151691,0.008876547,0.501340483,3.683646113,2.458333333,1.235584843,8.899556598,4.489935511,-31.37799288,41.84,30.37895577,13.01955247,17.3594033,9.258348426,30.91625234,66.38356239,-17.4,22.20066475,13.85596111,-13.598,15.18,12.55,14.91,16.366,41.766,19.359,40.91,8.516,1.315463195,1.6,0.16,-0.04,NA,0.04,NA,NA,0.269918017
5071,Arkansas,Johnson County,6,HighCons,Low,3039380,0.438350415,0.129471745,0.707430331,-0.051771112,-0.335971033,-0.019932645,0.879858657,2.236749117,1.708333333,0.906095551,14.04106174,6.257600192,-40.75829952,45.8,6.808433379,21.18179274,15.12985195,7.564925977,71.36648395,27.60944712,-6.1,22.72390822,21.11245049,3.999,15.22,14.68,15.47,16.504,39.747,16.97,92.234,9.082,1.267333248,0.36,0.16,0.24,-0.2,-0.66,NA,0.06,-4.123483464
5073,Arkansas,Lafayette County,6,HighBalanced,Low,2831380,18.81979249,-0.176170918,0.54563137,0.229456634,-0.391837745,0.058349109,1.563380282,2.58685446,0.916666666,1.15321252,30.32275138,5.851875431,-27.62335345,50.2,7.1,22.98,13.9,10.2,100,47.05745487,-19.7,25.90307044,20.29369774,-13.378,15.09,11.81,15.76,18.92,50.146,23.703,60.208,7.838,1.094759133,0.76,0.3,0.18,NA,-0.74,NA,NA,-1.014552471
5075,Arkansas,Lawrence County,6,Medium,Low,4749840,-3.560173245,0.674238076,0.133290484,0.068762473,-0.357579052,0.023256767,0.972222222,2.837301587,1.875,3.047775947,6.560101787,3.889993487,-41.54811886,45.46,2.413156529,19.30525224,13.9,10.2,63.5601493,66.4881822,-5.7,15.64536341,15.8696233,-6.348,15.34,13.97,14.93,17.402,46.696,22.131,97.168,9.675,3.258567507,2.92,0.64,0.02,NA,0.74,NA,NA,1.289629996
5077,Arkansas,Lee County,6,Medium,Low,4038900,5.448955288,0.369258836,0.217648295,0.038735312,-0.208630828,0.018369261,0.974895397,3.188284519,0.458333333,3.871499176,9.021745401,3.233439833,-34.16563701,39.42,17.39962591,28.2743921,21.74953239,6.524859716,63.50729087,82.41915908,-23.6,22.10149728,24.16345869,-14.796,15.99,12.93,17.13,15.554,67.978,27.156,41.816,4.776,1.188237577,0.78,0.2,NA,NA,NA,NA,NA,-0.238859148
5079,Arkansas,Lincoln County,4,Medium,Medium,5191640,0.721872064,0.322287406,0.289904669,-0.036571836,-0.329953597,0,0.707964602,2.690265487,0.958333333,1.235584843,8.698963429,4.036997166,-31.313041,43.79,10.35840066,16.27748676,32.55497351,2.959543047,100,52.64511494,-15.5,20.03124249,18.91603646,-7.559,14.19,15.21,14.88,15.765,40.516,22.286,66.559,5.813,1.065061481,2.2,0.68,-0.08,0,-0.74,NA,NA,1.388168904
5081,Arkansas,Little River County,4,Medium,Low,2625280,22.12933434,-0.315245764,0.527146673,0.078080463,-0.233306179,0,2.3125,2.267857143,0.833333333,0.741350906,29.17002326,5.185742508,-32.61012316,49.41,8.081853007,17.78007662,14.54733541,17.78007662,68.52175234,28.0798318,-12.4,16.13489833,11.042098,-6.648,14.97,13.29,14.8,18.515,43.736,20.565,73.597,11.594,2.064936273,1.52,0.14,0.24,-0.42,-0.02,NA,NA,0.506238838
5083,Arkansas,Logan County,6,HighBalanced,High,6753760,-0.627750429,0.136065537,0.496131674,0.026349718,-0.600089516,0.140205813,1.237458194,2.74916388,1.083333333,0.906095551,16.79132434,6.183958888,-40.47621204,48.45,3.688981933,26.74511902,20.28940063,8.30020935,71.01954995,31.4991872,-10.1,18.7110674,13.76967797,-3.774,14.28,14.77,14.39,15.143,40.791,21.281,93.098,9.914,1.42124445,2.62,0.16,0.86,-0.22,0.84,NA,0.1,3.035749141
5085,Arkansas,Lonoke County,3,Medium,Low,4764040,0.77162829,0.22835993,0.371213573,-0.077688283,-0.023992877,-0.001503295,1.788690476,5.080357143,2.125,1.317957166,11.61757386,4.798480268,-34.14754779,45.98,4.123858722,21.99391318,17.87005446,10.72203268,44.81245246,57.78025397,1.9,12.22774968,10.87163758,6.641,12.56,15.92,12.13,14.832,24.558,14.219,89.241,13.342,2.124380965,2.22,0.78,0.02,NA,-0.02,NA,NA,-0.641760176
5087,Arkansas,Madison County,3,HighCons,High,8801120,0,0,0.73596486,-0.225885523,-0.00493554,0.026494612,3.447058824,0.411764706,2.125,1.070840197,15.39668874,7.017578834,NA,46.14,4.923985967,22.15793685,14.5,9.4,100,19.24948056,5.2,17.40807565,19.3577243,5.687,15.19,14.74,15.06,14.457,31.622,17.866,94.861,8.267,2.259235881,3.84,0.3,0.28,-0.34,1.6,NA,0.42,2.597254569
5089,Arkansas,Marion County,6,Low,Low,1588600,0,0,1.484046612,-0.020886662,0.035709657,0.00165925,0.895131086,1.494382022,1.125,0.164744645,12.28785975,5.70611552,NA,53,2.428540204,30.35675256,14.57124123,12.14270102,100,22.68412658,-3.4,18.20082396,13.49206349,0.174,14.85,13.04,14.63,16.485,37.935,24.138,96.611,15.334,1.093430195,0.5,0.32,0.44,NA,-0.08,NA,0.14,1.971014094
5091,Arkansas,Miller County,4,Medium,Low,-346120,25.29200321,0.654392263,0.789129013,-0.024149722,-0.165565857,0.053010092,2.373493976,3.413654618,1.25,0.906095551,32.00644166,5.898741578,-46.46486778,50.59,9.152145263,17.389076,7.32171621,9.609752526,40.01196448,37.03648125,-7,20.0597808,13.54640774,-0.7,14.33,13.45,14.36,18.767,35.131,17.67,71.181,9.565,0.996435088,-0.62,-0.14,0.16,NA,-0.3,NA,NA,-3.768833305
5093,Arkansas,Mississippi County,5,Medium,Medium,8760120,2.649565313,0.469295349,-0.095881846,-0.026121953,0.408148422,0.001200357,0.551282051,1.251282051,1.416666666,3.789126853,16.89712326,3.446348609,-30.17613724,33.7,27.0627,14.24352632,17.56701579,12.81917369,36.2672117,83.90269086,-12.5,24.32137134,18.85068438,-12.388,15.77,13.39,16.28,18.423,51.719,20.606,61.117,7.193,1.282582969,1.46,1.18,NA,NA,NA,NA,NA,-0.138677622
5095,Arkansas,Monroe County,6,Medium,Low,4467280,0.868564225,0.632853054,0.308306496,0.152688079,-0.047776859,0.029606187,0.694980695,3.976833977,2.75,1.070840197,8.681921027,3.840488444,-40.77016799,42.69,7.1,22.98,13.9,10.2,68.97778869,75.75590252,-18.3,27.08094145,21.14467409,-17.658,16.17,11.17,16.75,16.332,37.361,24.026,56.033,9.435,2.486175509,2.04,0.36,NA,NA,NA,NA,NA,-0.158239152
5097,Arkansas,Montgomery County,6,Low,Low,-642700,0,0,0.978804276,0.107125763,-0.460176815,-0.010077413,0.222910217,0.987616099,1.625,0.411861614,23.48907166,5.568773285,NA,45.99,7.1,22.98,13.9,10.2,100,30.21784689,-22.9,21.30439723,20.20337969,-5.51,14.41,13.76,13.92,16.214,44.92,28.742,92.681,12.939,1.627850453,-0.2,0.1,0,-0.2,-0.2,NA,NA,-2.644153178
5099,Arkansas,Nevada County,6,Low,Low,1174640,0.182418165,-0.007231601,0.506309381,-0.123756101,-0.762421365,0.031983739,0.514285714,0.391836735,0.791666666,1.070840197,23.38791641,5.026060397,NA,49,7.1,22.98,13.9,10.2,69.17861509,27.65836739,-8.1,23.07598039,9.615055603,-8.281,16.65,11.19,17.32,17.747,45.572,23.738,63.994,8.246,2.255397298,0.98,0.04,0.14,NA,0.2,NA,NA,-0.500228689
5101,Arkansas,Newton County,5,Low,Low,993620,0,0,1.301834016,0.021930843,-0.142419167,0.026791389,0.965811966,0.364672365,1.166666666,0.164744645,12.83333333,6.087179334,NA,50.94,7.64623423,33.13368166,13.9,10.2,100,16.16442697,-12.8,15.82956746,13.51728956,-6.635,15.25,12.98,14.86,14.298,19.661,22.102,95.531,11.175,2.552466721,0.28,0.02,0.02,-0.04,0,NA,0.26,0.087275555
5103,Arkansas,Ouachita County,5,Low,Low,371860,0,0,0.213475362,-0.022426517,-0.031591632,0.116534439,0.104026846,0.063758389,3.458333333,0.823723228,20.77253869,4.778642456,NA,66.58,5.02883197,13.41021859,15.92463457,7.543247955,56.35145482,17.51182993,-10.8,23.16688007,13.95604396,-10.228,15.45,12.01,15.64,15.702,43.191,19.795,57.295,9.196,2.1083166,-7.11E-18,-0.06,-0.08,NA,0.14,NA,NA,0.193339294
5105,Arkansas,Perry County,3,Low,Low,756420,1.501209613,0.123919621,0.336435456,0.003712986,-0.094974549,0,0.653846154,1.333333333,3.208333333,0.988467874,10.29777354,6.108243712,-26.7175579,49.21,5.82795866,19.42652887,14.5,9.4,100,24.71588713,-5,17.89206101,15.15444015,0.105,14.36,15.1,13.96,15.302,29.63,22.2,93.178,10.677,1.304134131,0.12,0.12,3.55E-18,-0.2,-0.36,NA,0.06,-4.438315
5107,Arkansas,Phillips County,5,Medium,Medium,6286780,7.928847033,0.567759687,0.016866411,0.066881602,-0.103133865,0.005819819,0.718120805,2.5,0.583333333,3.953871499,6.954469758,3.038563787,-36.39955194,29.64,44.14725802,19.38172304,0,13.99791108,47.96617181,78.46594114,-24.4,34.53854506,19.72664389,-17.965,17.21,10.03,18.81,18.311,67.352,22.775,36.354,7.736,1.445390358,2.84,1.56,-0.04,NA,NA,NA,NA,-0.278804793
5109,Arkansas,Pike County,6,Low,Low,2657460,0.18064055,-0.005295315,0.959885279,-0.077163266,-0.185241457,-0.02311355,0.626984127,0.853174603,1.208333333,0.494233937,31.28583278,5.095406757,NA,49.47,7.1,22.98,20.45636286,3.719338702,100,28.01877297,-10.2,15.41887794,12.61129568,-4.847,14.53,14.29,14.48,15.7,35.158,27.134,89.099,10.172,1.770368883,1.8,NA,0.06,-0.36,0.24,NA,NA,-1.368844381
